circuit,security,k,m,ring_dim,ring_dim_requested,ring_dim_baseline,ring_dim_grew,mult_depth,natural_mult_depth,scaling_mod_size,num_limbs,plaintext_mod,log_q,log_delta,pattern,eval_noise_bits,headroom_bits,saturated,decrypt_ok,decision_ok,expected,got,ct_bytes,status
threshold,STD128,128,256,32768,32768,32768,0,15,15,54,11,65537,594.0,578.0,all_match,549.74,27.26,0,1,1,128,128,5769245,ok
threshold,STD128,128,256,32768,32768,32768,0,15,15,54,11,65537,594.0,578.0,no_match,547.49,29.51,0,1,1,0,0,5769245,ok
threshold,STD128,128,256,32768,32768,32768,0,15,15,54,11,65537,594.0,578.0,random,547.94,29.06,0,1,1,0,0,5769245,ok
threshold,STD128,128,256,32768,32768,32768,0,15,15,58,10,65537,580.0,564.0,all_match,544.48,18.52,0,1,1,128,128,5244843,ok
threshold,STD128,128,256,32768,32768,32768,0,15,15,58,10,65537,580.0,564.0,no_match,544.43,18.57,0,1,1,0,0,5244843,ok
threshold,STD128,128,256,32768,32768,32768,0,15,15,58,10,65537,580.0,564.0,random,544.71,18.29,0,1,1,0,0,5244843,ok
threshold,STD128,128,256,32768,32768,32768,0,15,15,60,10,65537,600.0,584.0,all_match,549.39,33.61,0,1,1,128,128,5244843,ok
threshold,STD128,128,256,32768,32768,32768,0,15,15,60,10,65537,600.0,584.0,no_match,548.49,34.51,0,1,1,0,0,5244843,ok
threshold,STD128,128,256,32768,32768,32768,0,15,15,60,10,65537,600.0,584.0,random,548.64,34.36,0,1,1,0,0,5244843,ok
threshold,STD128,128,256,32768,32768,32768,0,16,15,40,15,65537,600.0,584.0,all_match,525.89,57.11,0,1,1,128,128,7866933,ok
threshold,STD128,128,256,32768,32768,32768,0,16,15,40,15,65537,600.0,584.0,no_match,526.13,56.87,0,1,1,0,0,7866933,ok
threshold,STD128,128,256,32768,32768,32768,0,16,15,40,15,65537,600.0,584.0,random,529.23,53.77,0,1,1,0,0,7866933,ok
threshold,STD128,128,256,32768,32768,32768,0,16,15,45,14,65537,630.0,614.0,all_match,532.32,80.68,0,1,1,128,128,7342531,ok
threshold,STD128,128,256,32768,32768,32768,0,16,15,45,14,65537,630.0,614.0,no_match,532.11,80.89,0,1,1,0,0,7342531,ok
threshold,STD128,128,256,32768,32768,32768,0,16,15,45,14,65537,630.0,614.0,random,531.59,81.41,0,1,1,1,1,7342531,ok
threshold,STD128,128,256,32768,32768,32768,0,16,15,50,12,65537,600.0,584.0,all_match,534.30,48.70,0,1,1,128,128,6293687,ok
threshold,STD128,128,256,32768,32768,32768,0,16,15,50,12,65537,600.0,584.0,no_match,536.95,46.05,0,1,1,0,0,6293687,ok
threshold,STD128,128,256,32768,32768,32768,0,16,15,50,12,65537,600.0,584.0,random,535.26,47.74,0,1,1,0,0,6293687,ok
threshold,STD128,128,256,32768,32768,32768,0,16,15,52,12,65537,624.0,608.0,all_match,540.99,66.01,0,1,1,128,128,6293687,ok
threshold,STD128,128,256,32768,32768,32768,0,16,15,52,12,65537,624.0,608.0,no_match,540.69,66.31,0,1,1,0,0,6293687,ok
threshold,STD128,128,256,32768,32768,32768,0,16,15,52,12,65537,624.0,608.0,random,540.17,66.83,0,1,1,1,1,6293687,ok
threshold,STD128,128,256,32768,32768,32768,0,16,15,54,12,65537,648.0,632.0,all_match,549.02,81.98,0,1,1,128,128,6293695,ok
threshold,STD128,128,256,32768,32768,32768,0,16,15,54,12,65537,648.0,632.0,no_match,549.69,81.31,0,1,1,0,0,6293695,ok
threshold,STD128,128,256,32768,32768,32768,0,16,15,54,12,65537,648.0,632.0,random,548.36,82.64,0,1,1,0,0,6293695,ok
threshold,STD128,128,256,32768,32768,32768,0,16,15,58,11,65537,638.0,622.0,all_match,545.04,75.96,0,1,1,128,128,5769285,ok
threshold,STD128,128,256,32768,32768,32768,0,16,15,58,11,65537,638.0,622.0,no_match,544.56,76.44,0,1,1,0,0,5769285,ok
threshold,STD128,128,256,32768,32768,32768,0,16,15,58,11,65537,638.0,622.0,random,544.16,76.84,0,1,1,1,1,5769285,ok
threshold,STD128,128,256,32768,32768,32768,0,16,15,60,11,65537,660.0,644.0,all_match,548.82,94.18,0,1,1,128,128,5769293,ok
threshold,STD128,128,256,32768,32768,32768,0,16,15,60,11,65537,660.0,644.0,no_match,548.71,94.29,0,1,1,0,0,5769293,ok
threshold,STD128,128,256,32768,32768,32768,0,16,15,60,11,65537,660.0,644.0,random,548.81,94.19,0,1,1,1,1,5769293,ok
threshold,STD128,128,256,32768,32768,32768,0,17,15,40,16,65537,640.0,624.0,all_match,525.80,97.20,0,1,1,128,128,8391375,ok
threshold,STD128,128,256,32768,32768,32768,0,17,15,40,16,65537,640.0,624.0,no_match,526.04,96.96,0,1,1,0,0,8391375,ok
threshold,STD128,128,256,32768,32768,32768,0,17,15,40,16,65537,640.0,624.0,random,529.20,93.80,0,1,1,0,0,8391375,ok
threshold,STD128,128,256,32768,32768,32768,0,17,15,45,14,65537,630.0,614.0,all_match,532.43,80.57,0,1,1,128,128,7342531,ok
threshold,STD128,128,256,32768,32768,32768,0,17,15,45,14,65537,630.0,614.0,no_match,530.98,82.02,0,1,1,0,0,7342531,ok
threshold,STD128,128,256,32768,32768,32768,0,17,15,45,14,65537,630.0,614.0,random,529.36,83.64,0,1,1,1,1,7342531,ok
threshold,STD128,128,256,32768,32768,32768,0,17,15,50,13,65537,650.0,634.0,all_match,535.15,97.85,0,1,1,128,128,6818137,ok
threshold,STD128,128,256,32768,32768,32768,0,17,15,50,13,65537,650.0,634.0,no_match,533.20,99.80,0,1,1,0,0,6818137,ok
threshold,STD128,128,256,32768,32768,32768,0,17,15,50,13,65537,650.0,634.0,random,539.53,93.47,0,1,1,0,0,6818137,ok
threshold,STD128,128,256,32768,32768,32768,0,17,15,52,13,65537,676.0,660.0,all_match,539.10,119.90,0,1,1,128,128,6818137,ok
threshold,STD128,128,256,32768,32768,32768,0,17,15,52,13,65537,676.0,660.0,no_match,540.19,118.81,0,1,1,0,0,6818137,ok
threshold,STD128,128,256,32768,32768,32768,0,17,15,52,13,65537,676.0,660.0,random,540.70,118.30,0,1,1,0,0,6818137,ok
threshold,STD128,128,256,32768,32768,32768,0,17,15,54,12,65537,648.0,632.0,all_match,548.31,82.69,0,1,1,128,128,6293695,ok
